132,19,1901,1901144,S,1,SMP MUHAMMADIYAH 5 MARISO,JLN.GAGAK KOMPLEKS PU NO. 6,KECAMATAN MARISO,90122,0411 830697
133,19,1901,1901145,S,1,SMP MUHAMMADIYAH 6,JLN.MUHAMMAD JUFRI NO. 34,TALLO,90216,0411 446110
134,19,1901,1901146,S,1,SMP MUHAMMADIYAH 10 MAKASSAR,JLN. LEMBO NO. 22 MAKASSAR,,90123,0411 456764
135,19,1901,1901147,S,1,SMP MUHAMMADIYAH 12 MAKASSAR,JLN. B. DG NGIRATE NO. 22,RAPPOCINI,90222,0411 881942
136,19,1901,1901148,S,1,SMP MUHAMMADIYAH 13 MAKASSAR,JL.KEMAUAN NO.36,KECAMATAN MAKASSAR,90216,0411 451537
137,19,1901,1901149,S,1,SMP MUHAMMADIYAH 14,JL.DG.SIRAJU,KECAMATAN MAKASSAR,90221,0411 4664690
138,19,1901,1901150,S,1,SMP MA'ARIF MAKASSAR,JLN. UJUNG LR. 151/5,KECAMATAN BONTOALA,90155,0411 314829
139,19,1901,1901151,N,1,SMP NEGERI 2 MAKASSAR,JLN. AMANNAGAPPA NO. 4 MAKASSAR,KECAMATAN UJUNG PANDANG,90229,0411 324635
140,19,1901,1901152,N,1,SMP NEGERI 29 MAKASSAR,JL. Mappanyukki,KECAMATAN MARISO,90125,0411 854373
141,19,1901,1901153,S,1,SMP FRATER MAKASSAR,JLN. THAMRIN NO. 3,KECAMATAN UJUNG PANDANG,90111,0411 3612557
142,19,1901,1901154,S,1,SMP PROTESTAN MAKASSAR,JLN. SUNGAI SADDANG NO 2,KECAMATAN UJUNG PANDANG,90193,0411 858987
143,19,1901,1901155,S,1,SMP BONERATE,JLN. TERNATE LR.138/1.,KECAMATAN WAJO,90235,0813 55335365
144,19,1901,1901156,S,1,SMP UJUNG PANDANG,JLN. GUNUNG LATIMOJONG 149 B,KECAMATAN UJUNG PANDANG,90242,0411 313542
145,19,1901,1901158,S,1,SMP ISLAM ATHIRAH 1 MAKASSAR,JLN. KAJAOLALIDDO. NO. 22,KECAMATAN UJUNG PANDANG,90111,0411 326410
146,19,1901,1901159,S,1,SMP ISLAM ATHIRAH BUKIT BARUGA,JL RAYA BARUGA SEKTOR MAHAMERU NO.26,KECAMATAN MANGGALA,90234,0411 493366
147,19,1901,1901160,S,1,SMP YASVEN PUSAT,JLN. ABUBAKAR LAMBOGO ASRAMA TNI AD,KECAMATAN MAKASSAR,90198,0411 
148,19,1901,1901161,S,1,SMP ITTIHAD MAKASSAR,JL.G.LOKON NO.44,KECAMATAN UJUNG PANDANG,90242,0411 321044
149,19,1901,1901162,S,1,SMP AMANNA GAPPA,JLN. A.P PETTARANI KOMP IDI MAKASSAR,KECAMATAN PANAKKUKANG,90234,0411 441465
150,19,1901,1901163,S,1,SMP ASSIRATHAL MUSTAKIM,JLN. GUNUNG MERAPI NO.96. B,KECAMATAN UJUNG PANDANG,90114,0411 -
151,19,1901,1901164,N,1,SMP NEGERI 26 MAKASSAR,JLN. KOMP.PU. MALLENGKERI BARU,KECAMATAN TAMALATE,90221,0411 882904
